authors_1_firstName,authors_1_id,authors_1_lastName,authors_1_middleName,authors_1_url,authors_2_firstName,authors_2_id,authors_2_lastName,authors_2_middleName,authors_2_url,authors_3_firstName,authors_3_id,authors_3_lastName,authors_3_middleName,authors_3_url,authors_4_firstName,authors_4_id,authors_4_lastName,authors_4_middleName,authors_4_url,bestseller,binding,category_id,category_slug,category_title,category_url,code,description,discount,exclusive,id,inSubscription,isBook,isBookmarks,new,oldPrice,originalPicture,pages,picture,preOrderDate,price,publisher_id,publisher_slug,publisher_title,rating_count,rating_votes,recommended,sale,saleSoon,startSale,startSaleDesc,status,title,url,yearPublishing
Пауло,567212,Коэльо,,koelo-paulo,,,,,,,,,,,,,,,,False,,110002,sovremennaya-proza,Современная проза,sovremennaya-proza,2459109,"Эта книга - удивительная и правдивая история молодой Бриды О'Ферн, будущей наставницы Традиции Луны. В основе романа — излюбленная для Коэльо идея поиска себя, своей цели в жизни. Коэльо устами своих героев рассуждает о вере и религии, колдовстве и магии и конечно о любви. В этой истории, рассказанной просто и радостно, волшебство говорит языком человеческого сердца.",18,False,2459109,False,True,False,False,519,https://content.img-gorod.ru/nomenclature/24/591/2459109_3.jpg,,/nomenclature/24/591/2459109_3.jpg,,425,125802,zhanry,Жанры,4.06,17,False,False,False,,,canBuy,Брида,https://www.chitai-gorod.ru/product/brida-2459109,2015
Стивен,579197,Кинг,,king-stiven,,,,,,,,,,,,,,,,False,,110007,mistika-uzhasy,Мистика. Ужасы,mistika-uzhasy,2429424,"Добро пожаловать в Безнадегу! 
В городок, где безраздельно правят силы Зла и оживают самые невероятные человеческие страхи…
В городок, где уличное движение регулирует маньяк-убийца… 
В городок, где на дорожном знаке распята убитая кошка… 
В тихий городок, где смерть подстерегает на каждом шагу…",17,False,2429424,False,True,False,False,829,https://content.img-gorod.ru/nomenclature/24/294/2429424.jpg,,/nomenclature/24/294/2429424.jpg,,688,112078,neoclassic,Neoclassic,4.15,65,False,False,False,,,canBuy,Безнадега : роман,https://www.chitai-gorod.ru/product/beznadega-roman-2429424,2014
Юрий,3476,Энтин,Сергеевич,entin-yuriy,Андрей,569525,Усачёв,Алексеевич,usachev-andrey,Борис,594013,Заходер,Владимирович,zahoder-boris,,,,,,False,,110098,stihi-i-pesni,Стихи и песни,stihi-i-pesni,1807244,Для чтения родителями детям.,,False,1807244,False,True,False,False,159,https://content.img-gorod.ru/nomenclature/18/072/1807244.jpg,,/nomenclature/18/072/1807244.jpg,,159,145488,samovar,Самовар,4.5,10,False,False,False,,,canBuy,Озорные стихи,https://www.chitai-gorod.ru/product/ozornye-stihi-1807244,2011
Александр,577943,Волков,Мелентьевич,volkov-aleksandr,,,,,,,,,,,,,,,,False,,110144,literaturnoe-chtenie,Литературное чтение,literaturnoe-chtenie,1288302,"Сказочная повесть ""Урфин Джюс и его деревянные солдаты"" - продолжение сказки А.Волкова ""Волшебник Изумрудного города"". В ней рассказано, как злой столяр Урфин Джюс смастерил деревянных солдат и завоевал Волшебную страну. На выручку ее обитателям поспешили Элли и ее дядя, моряк Чарли Блек.",24,False,1288302,False,True,False,False,309,https://content.img-gorod.ru/nomenclature/12/883/1288302.jpg,,/nomenclature/12/883/1288302.jpg,,234,145488,samovar,Самовар,4,16,False,False,False,,,canBuy,Урфин Джюс и его деревянные солдаты,https://www.chitai-gorod.ru/product/urfin-dzhyus-i-ego-derevyannye-soldaty-1288302,2011
,,,,,,,,,,,,,,,,,,,,False,,110202,karty-taro-gadanie-na-kartah,Карты Таро. Гадание на картах,karty-taro-gadanie-na-kartah,2311003,"Таро Уэйта и прилагающаяся книга с комментариями поможет решить вопросы, которые волнуют каждого. Что сулят новые отношения? Как найти надёжного партнёра? Как сохранить дружбу? Ответы вы найдёте в раскладе этой колоды и книге с комментариями.

Карты таро – это незаменимый инструмент практикующего эзотерика. С их помощью можно предсказать то, что произойдёт в будущем – успех и неудачи, любовь и богатство. Расклады таро помогают принять решение в любой сложной ситуации. 

Размер упаковки: 20 x 12.5 x 3 см (В х Ш х Т)
Состав набора: 78 карт, книга на русском языке
Страна-производитель: Италия.",,False,2311003,False,True,False,False,869,https://content.img-gorod.ru/nomenclature/23/110/2311003.jpg,,/nomenclature/23/110/2311003.jpg,,869,155620,avvalon-lo-skarabeo,Аввалон-Ло Скарабео,3.64,294,False,False,False,,,canBuy,"Таро Аввалон, Таро Уэйта (Руководство и карты)",https://www.chitai-gorod.ru/product/taro-avvalon-taro-ueyta-rukovodstvo-i-karty-2311003,2010
Сергей,568193,Зеленин,Федорович,zelenin-sergey,,,,,,,,,,,,,,,,False,,110279,pdd-prava-i-obyazannosti-voditelya-shtrafy,ПДД. Права и обязанности водителя. Штрафы,pdd-prava-i-obyazannosti-voditelya-shtrafy,2221139,"Если Вы впервые собрались сесть за руль автомобиля или уже начали водить машину, но получается это у Вас не очень хорошо, то эта книга станет Вам незаменимым помощником. В ней изложен путь становления грамотного, рассудительного водителя, освоив который, Вы научитесь не только правильно работать руками и ногами, но и самое главное - правильно мыслить на дороге. 
Если Вам предстоит сдавать экзамен в ГИБДД, то после изучения и освоения материала данной книги он будет для Вас всего лишь легким развлечением, где Вы приятно удивите экзаменаторов своими успехами. 

Книга может оказаться полезной для лиц, занимающихся подготовкой будущих водителей.",,False,2221139,False,True,False,False,269,https://content.img-gorod.ru/nomenclature/22/211/2221139.jpg,,/nomenclature/22/211/2221139.jpg,,269,136296,mir-avtoknig,Мир автокниг,4,32,False,False,False,,,canBuy,Учебник по вождению автомобиля,https://www.chitai-gorod.ru/product/uchebnik-po-vozhdeniyu-avtomobilya-2221139,2007
Герман,6498104,Брановер,Герцевич,branover-german,,,,,,,,,,,,,,,,False,,110309,religii-drevnego-mira-iudaizm,Религии Древнего мира. Иудаизм,religii-drevnego-mira-iudaizm,2641861,Предлагаем вашему вниманию книгу ТЕГИЛИМ ШАТЕР ЙОСЕФА-ИЦХАКА с новым русским переводом и кратким комментарием.,,False,2641861,False,True,False,False,599,https://content.img-gorod.ru/nomenclature/26/418/2641861.jpg,,/nomenclature/26/418/2641861.jpg,,599,132273,knizhniki,Книжники,4.33,6,False,False,False,,,canBuy,Тегилим Шатер Йосефа-ицхака С переводом на русский язык (Брановер),https://www.chitai-gorod.ru/product/tegilim-shater-yosefa-ichaka-s-perevodom-na-russkiy-yazyk-branover-2641861,2005
Александр,589597,Пушкин,Сергеевич,pushkin-aleksandr,,,,,,,,,,,,,,,,False,,110003,klassicheskaya-proza,Классическая проза,klassicheskaya-proza,3031174,"Роман Александра Сергеевича Пушкина (1799-1837) – классика отечественной литературы и одного из самых значимых русских писателей – историческая драма о чистой и верной любви на фоне народного восстания Емельяна Пугачева.
Удивительно современная и захватывающая история о том, как любовь и долг могут наделить человека мужеством и удачей, чтобы противостоять бедствиям. Здесь есть место политическим интригам, подлому предательству и искренней жертвенности.
Книга снабжена подробными комментариями к тексту. В оформлении использована иллюстрация известной художницы ParaCosm.",,False,3031174,False,True,False,False,469,https://content.img-gorod.ru/nomenclature/30/311/3031174-1.jpg,,/nomenclature/30/311/3031174-1.jpg,2024-03-22T00:00:00+03:00,469,155410,yauza,Яуза,5,1,False,False,False,,март 2024,canBuy,Капитанская дочка,https://www.chitai-gorod.ru/product/kapitanskaya-dochka-3031174,2024
Анатолий,569603,Рыбаков,Наумович,rybakov-anatoliy,,,,,,,,,,,,,,,,False,,110003,klassicheskaya-proza,Классическая проза,klassicheskaya-proza,3036877,"В заключительной части трилогии ""Дети Арбата"" Анатолия Рыбакова читатель вновь встречается со знакомыми героями. Они еще молоды, но на их судьбу выпало немало испытаний. Миллионы жизней пущены под откос. Поколение 30-х застало исторические события, в которых стирается понятие ""человека"", но свою индивидуальность герои не теряют. Они живут, влюбляются и сражаются за свое счастье вопреки всему. Всё уйдет пеплом по ветру, но лишь настоящие чувства, искренние люди и правдивые судьбы никогда не забудутся.",18,False,3036877,False,True,False,False,549,https://content.img-gorod.ru/nomenclature/30/368/3036877-1.jpg,,/nomenclature/30/368/3036877-1.jpg,2024-05-11T00:00:00+03:00,450,154486,eksmo,Эксмо,3.5,2,False,False,True,,май 2024,preOrder,Дети Арбата. Книга третья: Прах и пепел,https://www.chitai-gorod.ru/product/deti-arbata-kniga-tretya-prah-i-pepel-3036877,2024
Геннадий,461374,Белявский,,belyavskiy-gennadiy,,,,,,,,,,,,,,,,False,,110202,karty-taro-gadanie-na-kartah,Карты Таро. Гадание на картах,karty-taro-gadanie-na-kartah,3036827,"Уверенно раскладывать и читать карты Таро под силу не только магам. Благодаря учебнику, разработанному Геннадием Белявским, вы можете основательно, последовательно и подробно изучить значения Арканов Таро, основные принципы выполнения раскладов и проведения Таро-консультаций.
В первой части учебника вам предлагается освоить значения Старших Арканов и фигурных карт Младших Арканов. Также каждый урок содержит занимательную информацию об истории Таро, связи с другими мантическими системами, работе Таро-консультанта и других интересных фактах.
Практические задания, предложенные в конце каждого урока, помогут вам лучше понять и закрепить пройденный материал.
Для широкого круга читателей.",,False,3036827,False,True,False,True,709,https://content.img-gorod.ru/nomenclature/30/368/3036827-1.jpg,,/nomenclature/30/368/3036827-1.jpg,,709,751348,ig-ves,ИГ Весь,0,0,False,False,False,,,canBuy,Учебник Таро. Теория и практика чтения карт в предсказаниях и психотерапии. Часть 1,https://www.chitai-gorod.ru/product/uchebnik-taro-teoriya-i-praktika-chteniya-kart-v-predskazaniyah-i-psihoterapii-chast-1-3036827,2024
Захар,603668,Прилепин,,prilepin-zahar,,,,,,,,,,,,,,,,False,,110002,sovremennaya-proza,Современная проза,sovremennaya-proza,3027065,"Захар Прилепин — прозаик, публицист, музыкант, обладатель премий «Большая книга», «Национальный бестселлер» и «Ясная Поляна». Автор романов «Обитель», «Санькя», «Патологии», «Чёрная обезьяна», сборников рассказов «Восьмёрка», «Грех» и «Ботинки, полные горячей водкой», сборников публицистики «К нам едет Пересвет», «Летучие бурлаки» и «Не чужая смута»
«""Семь жизней"" — как тот сад расходящихся тропок, когда человек встаёт на одну тропку, а мог бы сделать шаг влево или шаг вправо и прийти… куда-то в совсем другую жизнь? Или другую смерть? Или туда же?
Эта книжка — попытка сходить во все стороны, вернуться и пересказать, чем всё закончится».
Захар Прилепин

«Прилепин пытается прослеживать разные ветки судьбы, находить в прошлом развилки — и смотреть, как бы всё обернулось, если бы в каждой из них можно было повернуть один маленький, неприметный винтик.
…Настоящая большая литература; сама жизнь, отлитая в слова, и беспримесное читательское счастье».
Галина Юзефович, «Meduza»

«""Семь жизней"" — пожалуй, самая личная книга Захара Прилепина. Здесь очень много самого автора: с его неизжитой болью, неистовой любовью, неутолённой яростью. Эта книга — воспроизведённое молчание: ты хочешь о чём-то спросить своего собеседника, но понимаешь, что тебе не ответят, потому что там, в глубине, клокочет то, о чём не принято говорить, да и слов таких будто бы нет… Вот ты и не спрашиваешь его ни о чём. А он тебе тем не менее — отвечает».
Сергей Кумыш, «Фонтанка.ру»

«Голова кружится от ""Семи жизней"". Ходишь и пьяный, и счастливый, и до краёв наполненный каким-то важным знанием… Будто тебя разобрали на винтики — и снова собрали, уже правильно. Стоишь, себя в зеркало разглядываешь: а как я до этого жил?..
Механика построения рассказов — заокеанская. Так Хэм выстраивал свои тексты, Джек Лондон и Трумен Капоте так работали. Литературная традиция — русская, от Гоголя к Газданову и дальше: к Распутину, Белову. А стиль — прилепинский. Тут ни с чем не спутаешь.
В ""Семи жизнях"" Прилепин снова вырвался за флажки, сработал на пределе своих возможностей и вышел за этот предел».
Дмитрий Филиппов, «Литературная Россия»",18,False,3027065,False,True,False,False,759,https://content.img-gorod.ru/nomenclature/30/270/3027065-2.jpg,,/nomenclature/30/270/3027065-2.jpg,2024-03-12T00:00:00+03:00,625,143601,redakciya-eleny-shubinoy,Редакция Елены Шубиной,0,0,False,False,False,,март 2024,canBuy,Семь жизней,https://www.chitai-gorod.ru/product/sem-zhizney-3027065,2024
Андрей,591481,Белый,,belyy-andrey,,,,,,,,,,,,,,,,False,,110003,klassicheskaya-proza,Классическая проза,klassicheskaya-proza,3018929,"«Главные книги русской литературы» — совместная серия издательства «Альпина. Проза» и интернет-проекта «Полка». Произведения, которые в ней выходят, выбраны современными писателями, критиками, литературоведами, преподавателями. Это и попытка определить, как выглядит сегодня русский литературный канон, и новый взгляд на известные произведения: каждую книгу сопровождает подробная статья авторов «Полки».",21,False,3018929,False,True,False,False,1199,https://content.img-gorod.ru/nomenclature/30/189/3018929-2.jpg,,/nomenclature/30/189/3018929-2.jpg,,948,117253,alpina-non-fikshn,Альпина нон-фикшн,5,2,False,False,False,,,canBuy,Петербург,https://www.chitai-gorod.ru/product/peterburg-3018929,2024
Алексей,590221,Иванов,Николаевич,ivanov-aleksey,,,,,,,,,,,,,,,,False,,110337,psihologiya-uspekha-lichnaya-ehffektivnost-motivaciya,"Психология успеха. Личная эффективность, мотивация",psihologiya-uspekha-lichnaya-ehffektivnost-motivaciya,3033218,"Книга написана не магистром игры «Что? Где? Когда?» и не членом Академии телезрителей, а обычным поклонником этой телепрограммы. Человеком, который с детства смотрит и любит эту передачу. Но однажды ему посчастливилось заметить, что приёмы, которые помогают выходить на сильные идеи в его профессии рекламиста, замечательно (почти с математической точностью) подходят и для разрешения самых разных вопросов в легендарной игре.
- Как одолеть сложную задачу за 1 минуту?
- Почему успехи знатоков за игровым столом далеко не всегда конвертируются в успехи по жизни?
- Что сложнее – придумать вопрос или ответить на него? Каким образом игра сделает вас моложе и стройнее (а это научный факт)?
- Почему игроки с техническим образованием охотно отвечают на гуманитарные вопросы, а вот лингвистов и психологов вопросы из точных наук обижают?
- Зачем знатоку иметь отменное чувство юмора?
- Почему с приходом Бориса Крюка игра стала более женской, хотя представительниц прекрасного пола в клубе больше не стало?
- Как решать нерешаемые проблемы не только в Нескучном саду, но и в жизни?
Ответы на эти вопросы ждут вас в тринадцати (по числу секторов на игровом столе) главах книги.
Если вы не прочь значительно повысить процент своих правильных ответов, мечтаете научиться придумывать вопросы с подвохом для телеигры, и, наконец, просто хотите получать больше удовольствия от просмотра любимой программы, то эта книга для вас.",29,False,3033218,False,True,False,False,1459,https://content.img-gorod.ru/nomenclature/30/332/3033218-1.jpg,,/nomenclature/30/332/3033218-1.jpg,,1032,119892,biblos,Библос,0,0,False,False,False,,,canBuy,Секреты черного ящика. Как найти ответ за минуту,https://www.chitai-gorod.ru/product/sekrety-chernogo-yashchika-kak-nayti-otvet-za-minutu-3033218,2024
Валерия,20106708,Шахин,Евгеньевна,shahin-valeriya,,,,,,,,,,,,,,,,False,,110084,anglijskij-yazyk,Английский язык,anglijskij-yazyk,3022840,"Вы уже уверенно знаете слова small и tall, carry и carrot и чувствуете в себе силы узнать больше полезных слов? Тогда это пособие — для вас!
Пособие ""Английский язык. Тренажер по запоминанию всех слов для продолжающих"" — это продолжение популярного пособия ""Английский язык. Тренажер по запоминанию всех слов для начинающих"" от опытного преподавателя Валерии Евгеньевны Шахин. С помощью нового тренажера, в котором не повторяются слова из предыдущего, вы плавно расширите активный и пассивный лексический запас, пополнив его словами и идиомами, часто встречающимися в повседневной жизни. Тренажер содержит около 500 слов и выражений, сгруппированных по нескольким распространенным темам, поэтому материал учится в контексте и лучше запоминается. Благодаря множеству разнообразных упражнений вы выучите правописание и перевод полезной лексики, а также начнете употреблять ее в речи. Ключи к упражнениям представлены в конце пособия.
Удобный формат позволяет брать тренажер с собой куда угодно, а объем упражнений дает возможность выполнять их даже в дороге. Тренажер подходит для всех, кто находится на уровнях А1-В1, потому что помогает выучить и закрепить новую лексику или повторить уже изученную.",28,False,3022840,False,True,False,False,289,https://content.img-gorod.ru/nomenclature/30/228/3022840-1.jpg,,/nomenclature/30/228/3022840-1.jpg,2024-01-10T00:00:00+03:00,209,118732,ast,АСТ,0,0,False,False,False,,январь 2024,canBuy,Английский язык. Тренажер по запоминанию всех слов для продолжающих,https://www.chitai-gorod.ru/product/angliyskiy-yazyk-trenazher-po-zapominaniyu-vseh-slov-dlya-prodolzhayushchih-3022840,2024
Кхваджа,23192751,Азими,Шамсуддин,azimi-khvadzha,,,,,,,,,,,,,,,,False,,110205,proroki-predskazaniya,Пророки. Предсказания,proroki-predskazaniya,3026698,"Известный духовный учитель Кхваджа Шамсуддин Азими написал много книг по различным духовным темам и среди них особое место занимает книга «Самоучитель телепатии». Она посвящена вопросам удивительного явления, в основе которого лежит способность человека передавать и распознавать мысли и образы на расстоянии.
Основанная на физических принципах и формулах, телепатия даёт нам возможность обрести самые удивительные впечатления в жизни. Помимо теоретических сведений данное издание содержит практические упражнения, которые позволяют читателю овладеть основами телепатии.
Для широкого круга читателей, идущих путём духовного развития и интересующихся развитием экстрасенсорных способностей.",,False,3026698,False,True,False,False,349,https://content.img-gorod.ru/nomenclature/30/266/3026698-1.jpg,,/nomenclature/30/266/3026698-1.jpg,,349,117505,amrita-rus,Амрита-Русь,0,0,False,False,False,,,canBuy,Самоучитель телепатии,https://www.chitai-gorod.ru/product/samouchitel-telepatii-3026698,2024
Дарья,23338112,Сухарева,Евгеньевна,suhareva-darya,,,,,,,,,,,,,,,,False,,110088,drugie-yazyki,Другие языки,drugie-yazyki,3022720,"Дарья Сухарева – лингвист, культуролог, востоковед и преподаватель японского языка. Автор телеграмм-канала о Японии: ее языке, культуре и традициях – с аудиторией более 2 000 подписчиков. Признается, что интерес к японскому языку появился еще в детстве, когда в 3 года начала «рисовать» иероглифы и подпевать любимым героям из известных аниме-сериалов «Сейлор Мун» и «Покемон». Более 6 лет прожила в Японии: постигла все тонкости языка, посетила самые красивые и секретные уголки страны, изучила удивительные местные обычаи и традиции.

• Быстрый и легкий способ выучить наиболее распространенные слова и фразы
• Уникальный формат – изучай и раскрашивай
• Познакомит с культурой и традициями Страны восходящего солнца
• Лексика распределена по тематическому принципу: от приветствий и путешествий до японских традиций и кухни
• Содержит более 100 детализированных иллюстраций для раскрашивания",18,False,3022720,False,True,False,False,569,https://content.img-gorod.ru/nomenclature/30/227/3022720-2.jpg,,/nomenclature/30/227/3022720-2.jpg,2024-05-11T00:00:00+03:00,469,118732,ast,АСТ,0,0,False,False,True,,май 2024,preOrder,Японский язык: визуальный словарь-раскраска,https://www.chitai-gorod.ru/product/yaponskiy-yazyk-vizualnyy-slovar-raskraska-3022720,2024
Анна,62455,Малышева,Витальевна,malysheva-anna,,,,,,,,,,,,,,,,False,,110011,detektivnyj-roman-triller,Детективный роман. Триллер,detektivnyj-roman-triller,3030479,"В старинном панно, созданном величайшим фламандским мастером, заключена тайна, способная убивать. Художница, купившая панно на аукционе, осознает это все яснее по мере того, как гибнут люди из ее окружения. Но она и сама готова перешагнуть через смерть. Слишком высоки ставки и заманчив призрак огромного богатства, вдруг оказавшегося на расстоянии вытянутой руки…",18,False,3030479,False,True,False,False,759,https://content.img-gorod.ru/nomenclature/30/304/3030479-2.jpg,,/nomenclature/30/304/3030479-2.jpg,2024-03-07T00:00:00+03:00,625,125802,zhanry,Жанры,0,0,False,False,False,,март 2024,canBuy,Алмазы Цирцеи,https://www.chitai-gorod.ru/product/almazy-circei-3030479,2024
Юрий,3476,Энтин,Сергеевич,entin-yuriy,,,,,,,,,,,,,,,,False,,110095,povesti-i-rasskazy-dlya-detej,Повести и рассказы для детей,povesti-i-rasskazy-dlya-detej,3030384,"«Летучий корабль» — мультфильм, снятый в 1979 году по мотивам русских народных сказок Гарри Бардиным. Все песни к мультфильму написал поэт Юрий Энтин. Сказка, которую мы представляем в этой книге, создана на основе песен и кадров из мультфильма «Летучий корабль».
Царь, у которого была только держава, а денег не было, решил выдать свою дочь за богатого боярина. Но царевна с этим не согласна. К тому же, сидя под домашним арестом, она познакомилась с трубочистом Ваней —
симпатичным и смекалистым парнем, который ради царской дочери готов на подвиги. Теперь его цель — создать летучий корабль и умчать на нём свою возлюбленную.",17,False,3030384,False,True,False,True,779,https://content.img-gorod.ru/nomenclature/30/303/3030384-2.jpg,,/nomenclature/30/303/3030384-2.jpg,2024-04-03T00:00:00+03:00,644,118732,ast,АСТ,0,0,False,False,False,,апрель 2024,canBuy,Летучий корабль. Союзмультфильм,https://www.chitai-gorod.ru/product/letuchiy-korabl-soyuzmultfilm-3030384,2024
Серж,539048,Нонте,,nonte-serzh,,,,,,,,,,,,,,,,False,,110393,istoriya-chastej-sveta-otdelnyh-regionov-i-stran,"История частей света, отдельных регионов и стран",istoriya-chastej-sveta-otdelnyh-regionov-i-stran,3035453,"Вся история прекрасной Франции в одной книге – от древних галлов до Макрона. Неужели первые люди были французами? Как Юлий Цезарь победил галлов? В чем секрет могущества Карла Великого? Кто на самом деле победил в Столетней войне? Сожгли ли Жанну д’Арк? Сколько людей отравила Екатерина Медичи? Почему кардинал Ришелье любил кошек? За что французы до сих пор любят Наполеона? И какое будущее ждет Францию в составе ЕС? Ответ на все вопросы в новой книге серии ""История на пальцах"". Изучение истории — это просто и увлекательно!",18,False,3035453,False,True,False,True,919,https://content.img-gorod.ru/nomenclature/30/354/3035453-1.jpg,,/nomenclature/30/354/3035453-1.jpg,2024-04-03T00:00:00+03:00,756,118732,ast,АСТ,5,1,False,False,False,,апрель 2024,canBuy,Франция. Полная история страны,https://www.chitai-gorod.ru/product/franciya-polnaya-istoriya-strany-3035453,2024
,,,,,,,,,,,,,,,,,,,,False,,110104,detskie-ehnciklopedii,Детские энциклопедии,detskie-ehnciklopedii,3035436,"Данное издание ориентировано в первую очередь на детей 8–10 лет, благодаря большому разнообразию представленных моделей оригами на самые разные темы оно заинтересует как мальчиков, так и девочек. И главное — процесс создания каждой бумажной фигурки здесь подробно описан в пошаговой инструкции и сопровождается детальной схемой. Представленные мастер-классы будут понятны всем юным мастерам оригами без исключения. Оригами — прекрасный способ привить ребенку с раннего возраста любовь к искусству, развить у него тонкий эстетический вкус, научить познавать окружающий мир через призму творчества. Эта книга научит его самостоятельно складывать из бумаги различные фигурки, создавать картины с элементами аппликации в технике оригами, своими руками изготавливать предметы, имеющие художественную ценность и практическое применение. Кроме того, дети смогут расширить свой кругозор, ведь в издании приведены интересные факты об окружающем мире, соответствующие теме каждого мастер-класса. Для младшего школьного возраста.",17,False,3035436,False,True,False,True,939,https://content.img-gorod.ru/nomenclature/30/354/3035436-1.jpg,,/nomenclature/30/354/3035436-1.jpg,2024-04-10T00:00:00+03:00,775,118732,ast,АСТ,0,0,False,False,False,,апрель 2024,canBuy,Оригами,https://www.chitai-gorod.ru/product/origami-3035436,2024
Дженнифер,23292002,Торн,,torn-dzhennifer,,,,,,,,,,,,,,,,False,,110007,mistika-uzhasy,Мистика. Ужасы,mistika-uzhasy,3023994,"На острове Лют царит идиллия. Его обитатели не знают бед и болезней, им не угрожает бушующая вокруг война. Но за спокойную жизнь нужно платить - и каждые семь лет наступает особенный день летнего солнцестояния, День ""Д"", когда остров забирает семь жизней. 
Нина приехала на остров недавно. Семь лет назад она вышла замуж за лорда Тредуэя, семья которого с давних времен оберегает остров. В этот День ""Д"" она с мужем и детьми планировала уехать с острова, переждать опасное время на безопасном расстоянии. 
Но остров не позволил им уехать. И теперь Нина, ее семья, местные жители и случайно оказавшиеся здесь туристы должны провести День ""Д"" на Люте - и дожить до заката.",23,False,3023994,False,True,False,False,1123,https://content.img-gorod.ru/nomenclature/30/239/3023994-1.jpg,,/nomenclature/30/239/3023994-1.jpg,,870,1229946,dom-istoriy,Дом историй,4.29,7,False,False,False,,,canBuy,Лют,https://www.chitai-gorod.ru/product/lyut-3023994,2024
Карен,541340,Паркер,Карри,parker-karen,,,,,,,,,,,,,,,,False,,110196,drugie-ehzotericheskie-ucheniya,Другие эзотерические учения,drugie-ehzotericheskie-ucheniya,3035974,"Новая интерпретация Дизайна Человека, позволяющая по-новому осмыслить эту прогрессивную систему познания себя
""Будучи лично знакомой с Ра, работавшей с ним и более двадцати лет преподавая Дизайн Человека, я получила Божественное вдохновение и была направлена сделать то, на что у Ра не хватило времени, так как он внезапно скончался от сердечного приступа в 2011 году. Я намерена с уважением поделиться этим знанием - ""пробужденным"" Дизайном Человека, используя расширяющий возможности язык с более высокой частотой вибраций, который я назвала Квантовым Дизайном Человека"" - пишет автор.",16,False,3035974,False,True,False,True,1309,https://content.img-gorod.ru/nomenclature/30/359/3035974-2.jpg,,/nomenclature/30/359/3035974-2.jpg,,1094,154486,eksmo,Эксмо,0,0,False,False,False,,,canBuy,Энциклопедия квантового дизайна человека,https://www.chitai-gorod.ru/product/enciklopediya-kvantovogo-dizayna-cheloveka-3035974,2024
Александр,573803,Лаврентьев,Николаевич,lavrentev-aleksandr,,,,,,,,,,,,,,,,False,,110339,istoriya-iskusstv-iskusstvovedenie,История искусств. Искусствоведение,istoriya-iskusstv-iskusstvovedenie,3022474,"Перекрестки авангарда — это книга-хроника из жизни семейной пары творцов русского авангарда, основоположников современного дизайна и фотоискусства: Александра Родченко и Варвары Степановой. Они работали со всеми, искусство составляло смысл их жизни, а их жизнь и была искусством. Выбраны 10 дней из более чем сорокалетней совместной жизни и творчества, 10 пересечений-перекрестков с различными видами искусства, друзьями, коллегами, единомышленниками, в числе которых поэт Владимир Маяковский и художники Владимир Таллин, Василий Кандинский, Казимир Малевич, режиссеры Сергей Эйзенштейн и Всеволод Мейерхольд, архитекторы Константин Мельников и Александр Веснин.",14,False,3022474,False,True,False,False,1459,https://content.img-gorod.ru/nomenclature/30/224/3022474-1.jpg,,/nomenclature/30/224/3022474-1.jpg,2024-05-04T00:00:00+03:00,1256,118732,ast,АСТ,0,0,False,False,False,,май 2024,canBuy,"Перекрестки русского авангарда. Родченко, Степанова и их круг",https://www.chitai-gorod.ru/product/perekrestki-russkogo-avangarda-rodchenko-stepanova-i-ih-krug-3022474,2024
Александр,409023,Махлаюк,Валентинович,mahlayuk-aleksandr,,,,,,,,,,,,,,,,False,,110411,istoriya-voennogo-dela,История военного дела,istoriya-voennogo-dela,3030065,"Книга посвящена исследованию социально-политических и военно-этических традиций римской императорской армии (I в. до н.э. - III в. н.э.) на основе историко-антропологического и цивилизационного подходов. Эти традиции трактуются как противоречивое единство древних полисно-республиканских установлений и реалий профессионального войска, представлявшего собой своеобразное корпоративное сообщество, особый социальный организм и субъект политической истории. В центре внимания автора - специфика римского воинского этоса, основанного на особых стереотипах поведения и ценностях. На основе широкого круга литературных и документальных источников рассматривается морально-психологическое, аксиологическое и практическое значение традиций воинского товарищества и дисциплины, анализируются представления, связанные с социально-политическими и моральными качествами воинов, воинскими доблестями, честью и славой, знаками отличия и военной карьерой, раскрывается взаимосвязь римского воинского этоса и армейской религии. Исследуются также механизмы и формы участия армии в политических процессах, взаимоотношения императора и войска.
Для историков, военных специалистов, студентов исторических факультетов, всех интересующихся историей античного мира.
2-е издание, исправленное и дополненное.",29,False,3030065,False,True,False,False,1459,https://content.img-gorod.ru/nomenclature/30/300/3030065-1.jpg,,/nomenclature/30/300/3030065-1.jpg,,1032,121404,veche,Вече,0,0,False,False,False,,,canBuy,Солдаты Римской империи. Традиции военной службы и воинская ментальность,https://www.chitai-gorod.ru/product/soldaty-rimskoy-imperii-tradicii-voennoy-sluzhby-i-voinskaya-mentalnost-3030065,2024
