word,stressed_letter,stressed_letter_index
столярный,я,4
стоматолог,о,6
стоматологический,и,10
стоматология,о,8
стометровка,о,7
стон,о,2
стонать,а,4
стоп,о,2
стоп,о,2
стопа,а,4
стопарь,а,4
стопка,о,2
стопор,о,2
стопочка,о,2
стопроцентный,е,7
стоптать,а,5
сторговаться,а,7
сторож,о,2
сторожевой,о,8
сторожить,и,6
сторожиха,и,6
сторожка,о,4
сторожок,о,6
сторона,а,6
сторониться,и,6
сторонка,о,4
сторонний,о,4
сторонник,о,4
сторонница,о,4
стосковаться,а,7
стохастический,и,7
сточить,и,4
сточный,о,2
стошнить,и,5
стояк,я,3
стояние,я,3
стоянка,я,3
стояночный,я,3
стоять,я,3
стоячий,я,3
стравить,и,5
стравливать,а,3
страда,а,5
страдалец,а,5
страдалица,а,5
страдальческий,а,5
страдание,а,5
страдательный,а,5
страдать,а,5
страдающий,а,5
страж,а,3
стража,а,3
страждущий,а,3
стражник,а,3
страз,а,3
страна,а,5
страница,и,5
страничка,и,5
страничный,и,5
странник,а,3
странно,а,3
странноватый,а,8
странность,а,3
странствие,а,3
странствование,а,3
странствовать,а,3
странствующий,а,3
страстишка,и,6
страстность,а,3
страстотерпец,е,8
страсть,а,3
страсть,а,3
страта,а,3
стратег,е,5
стратегический,и,7
стратегия,е,5
стратиграфический,и,10
стратификация,а,9
стратосфера,е,8
страус,а,3
страусиный,и,6
страусовый,а,3
страхование,а,7
страхователь,а,7
страховать,а,7
страховаться,а,7
страховка,о,5
страховой,о,7
страховочный,о,5
страховщик,о,5
страшенный,е,5
страшилище,и,5
страшилка,и,5
страшить,и,5
страшиться,и,5
страшнейший,е,6
страшненький,а,3
страшно,а,3
страшновато,а,8
страшноватый,а,8
стращать,а,5
стрежень,е,3
стрекоза,а,7
стрекот,е,3
стрекотать,а,7
стрела,а,5
стрелец,,-1
стрелецкий,е,5
стрелка,е,3
стрелковый,о,6
стрелок,о,5
стрелочка,е,3
стрелочник,е,3
стрелочный,е,3
стрельба,а,7
стрельбище,е,3
стрельнуть,у,7
стрельчатый,е,3
стреляный,е,3
стрелять,я,5
стреляться,я,5
стремглав,а,7
стремительность,и,5
стремиться,и,5
стремление,е,6
стремнина,и,6
стремя,е,3
стремянка,я,5
стреножить,о,5
стрептоцид,и,8
стресс,е,3
стрессовый,е,3
стригунок,о,7
стриж,и,3
стриженый,и,3
стрижка,и,3
стрингер,и,3
стриптиз,и,6
стричь,и,3
стричься,и,3
строгать,а,5
строгач,а,5
строгость,о,3
строевой,о,6
строение,е,4
строжайше,а,5
строжайший,а,5
строитель,,-1
строительный,и,4
строительство,и,4
строить,и,4
строиться,о,3
стройбат,а,6
стройиндустрия,и,12
стройка,о,3
стройность,о,3
стройотряд,я,8
стройплощадка,а,9
строка,а,5
стронуть,о,3
стронуться,о,3
стронций,о,3
строп,о,3
стропальщик,о,3
стропило,и,5
строптивость,и,6
строптивый,и,6
строфа,а,5
строчить,и,5
строчка,о,3
строчок,о,5
струбцина,и,6
струг,у,3
стругать,а,5
стружка,у,3
струиться,и,4
струйка,у,3
струйный,у,3
структура,у,6
структурализм,и,10
структуралистский,и,10
структуризация,а,10
структурирование,и,8
структурировать,и,8
структурный,у,6
струна,а,5
струнка,у,3
струнный,у,3
струп,у,3
струсить,и,5
струхнуть,у,6
стручковый,о,6
стручок,о,5
струя,я,4
стряпать,я,3
стряпня,я,6
стряпуха,у,5
стрястись,и,6
стряхивать,я,3
стряхнуть,у,6
студенистый,и,6
студент,е,4
студентка,е,4
студенческий,е,4
студенчество,е,4
студень,у,2
студиец,и,4
студийный,и,4
студить,и,4
студия,у,2
стужа,у,2
стукать,у,2
стукаться,у,2
стукач,а,4
стукачество,а,4
стукнуть,у,2
стукнуться,у,2
стул,у,2
стульчик,у,2
ступа,у,2
ступать,а,4
ступенчатый,е,4
ступень,е,4
ступенька,е,4
ступить,и,4
ступица,,-1
ступка,у,2
